,Unnamed: 0,Time Serie,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,AUS_pct,SWTZ_pct,AUS_CDF,SWTZ_CDF
4534,4534,2017-05-19,1.3425,0.8937,1.4465,0.7682,3.2745,1.3537,6.883,7.7835,64.56,1116.71,18.678,13.2225,1.3867,6.6513,111.47,4.32,8.3866,8.7398,152.4,0.9754,30.02,34.33,-0.22296544035673715,-0.09218477926865587,3.084056003239988,-37.2010953337974
4535,4535,2017-05-22,1.3376,0.89,1.4306,0.7689,3.2952,1.3503,6.8828,7.785,64.53,1114.71,18.6695,13.2175,1.3864,6.6259,111.15,4.303,8.3464,8.6994,152.7,0.9736,30.01,34.32,-0.364990689013045,-0.1845396760303486,2.719065314226943,-37.385635009827745
4536,4536,2017-05-23,1.336,0.893,1.4257,0.7702,3.2729,1.3492,6.888,7.7876,64.85,1125.02,18.638,13.105,1.3898,6.6461,111.64,4.292,8.3694,8.7069,152.65,0.974,30.16,34.42,-0.11961722488037507,0.041084634346755244,2.599448089346568,-37.34455037548099
4537,4537,2017-05-24,1.3399,0.8949,1.4261,0.7731,3.2747,1.3454,6.8883,7.7888,64.74,1122.83,18.5665,12.9525,1.3895,6.6588,112.02,4.291,8.3928,8.7107,152.6,0.9769,30.15,34.38,0.2919161676646631,0.2977412731006268,2.8913642570112312,-37.046809102380365
4538,4538,2017-05-25,1.3394,0.8914,1.4198,0.772,3.288,1.3457,6.8672,7.7916,64.55,1119.71,18.466,12.875,1.3844,6.6332,111.7,4.277,8.3531,8.6731,152.78,0.972,30.08,34.11,-0.037316217628191595,-0.5015866516531853,2.8540480393830396,-37.54839575403355
4539,4539,2017-05-26,1.3441,0.8953,1.4174,0.7816,3.2575,1.3454,6.8525,7.7923,64.5,1118.67,18.499,12.87,1.3816,6.6623,111.3,4.267,8.3935,8.6926,152.75,0.9753,30.18,34.04,0.3509033895774394,0.3395061728395099,3.204951428960479,-37.20888958119404
4541,4541,2017-05-30,1.3396,0.8942,1.4094,0.7777,3.2651,1.3462,6.8525,7.7929,64.66,1122.87,18.659,13.1125,1.384,6.6514,110.68,4.281,8.4304,8.7256,152.75,0.9744,30.15,34.11,-0.33479651811622047,-0.09227929867732243,2.8701549108442586,-37.30116887987137
4542,4542,2017-05-31,1.3446,0.89,1.4085,0.7749,3.2405,1.3498,6.8098,7.7929,64.5,1119.58,18.655,13.1725,1.3833,6.6206,110.71,4.279,8.4361,8.6788,152.75,0.9684,30.11,34.03,0.37324574499850716,-0.6157635467980316,3.2434006558427657,-37.9169324266694
4543,4543,2017-06-01,1.3537,0.8917,1.4156,0.7756,3.2398,1.3484,6.8029,7.7915,64.39,1120.85,18.5775,12.9775,1.3859,6.633,111.24,4.286,8.4392,8.6915,152.7,0.9712,30.09,34.16,0.676781198869536,0.2891367203634809,3.9201818547123017,-37.62779570630592
4544,4544,2017-06-02,1.3439,0.8873,1.4004,0.7761,3.2391,1.35,6.8085,7.7908,64.41,1117.49,18.67,12.8,1.3813,6.6006,110.49,4.279,8.4237,8.6323,151.85,0.9642,30.09,34.11,-0.7239417891704125,-0.720757825370677,3.196240065541889,-38.34855353167659
4545,4545,2017-06-05,1.3371,0.8889,1.4004,0.7742,3.2896,1.3484,6.803,7.7919,64.34,1118.44,18.3895,12.685,1.3818,6.6133,110.49,4.262,8.4585,8.6621,152.6,0.9657,30.07,34.05,-0.5059900290200314,0.15556938394525321,2.690250036521858,-38.19298414773134
4546,4546,2017-06-06,1.3308,0.8876,1.3887,0.7751,3.2813,1.3451,6.7945,7.7936,64.42,1118.53,18.2825,12.8325,1.3792,6.602,109.34,4.265,8.4671,8.6733,152.5,0.9628,30.09,33.96,-0.4711689477226777,-0.30030030030030463,2.21908108879918,-38.493284448031645
4547,4547,2017-06-07,1.3245,0.89,1.3897,0.7727,3.279,1.3514,6.7935,7.7936,64.39,1124.16,18.2305,12.8275,1.3816,6.6188,109.54,4.2616,8.4912,8.6945,152.7,0.9657,30.09,34.02,-0.47339945897204583,0.3012048192771122,1.7456816298271343,-38.192079628754534
4548,4548,2017-06-08,1.3257,0.8915,1.3852,0.7729,3.2822,1.3494,6.799,7.7967,64.24,1122.73,18.1775,12.8975,1.3813,6.63,110.1,4.267,8.485,8.7159,151.91,0.9675,30.11,34.06,0.0906002265005812,0.18639328984155767,1.8362818563277155,-38.00568633891298
4549,4549,2017-06-09,1.3277,0.8937,1.3875,0.7851,3.2793,1.3434,6.797,7.7972,64.24,1123.51,18.1855,12.8525,1.3837,6.6462,110.61,4.2635,8.4968,8.7178,152.73,0.97,30.12,34.05,0.15086369465189264,0.2583979328165231,1.987145550979608,-37.74728840609646
4550,4550,2017-06-12,1.3264,0.8925,1.3877,0.79,3.3097,1.3447,6.7974,7.8,64.48,1130.55,18.1725,12.83,1.3842,6.637,109.72,4.2635,8.4655,8.7412,152.02,0.9688,30.22,34.06,-0.09791368532048317,-0.12371134020617847,1.889231865659125,-37.87099974630264
4551,4551,2017-06-13,1.3263,0.8933,1.3848,0.785,3.3125,1.3226,6.7981,7.7979,64.33,1127.79,18.078,12.8,1.3818,6.6431,110.12,4.261,8.435,8.7035,152.75,0.9692,30.23,33.92,-0.007539203860074117,0.041288191577204536,1.8816926617990508,-37.829711554725435
4552,4552,2017-06-14,1.3125,0.8868,1.3693,0.7808,3.2762,1.3201,6.7888,7.7981,64.23,1116.45,17.93,12.5925,1.3718,6.5943,109.16,4.256,8.3662,8.6421,152.7,0.9662,30.08,33.83,-1.040488577244969,-0.30953363598844597,0.8412040845540818,-38.13924519071388
4553,4553,2017-06-15,1.3189,0.8967,1.3872,0.7832,3.274,1.3286,6.8061,7.802,64.58,1129.91,18.09,12.8725,1.3828,6.6679,110.66,4.265,8.5007,8.7503,152.9,0.9749,30.35,33.95,0.48761904761904784,0.9004346926102302,1.3288231321731296,-37.238810498103646
4554,4554,2017-06-16,1.312,0.8933,1.3789,0.7826,3.2898,1.3235,6.8097,7.8005,64.5,1133.2,17.9195,12.815,1.383,6.6435,110.84,4.274,8.4555,8.7035,152.8,0.9739,30.31,33.95,-0.5231632420956811,-0.10257462303826514,0.8056598900774485,-37.34138512114191
4555,4555,2017-06-19,1.3149,0.8961,1.3805,0.7847,3.2908,1.3202,6.818,7.8001,64.45,1134.69,17.936,12.955,1.3858,6.6638,111.34,4.276,8.478,8.7339,153.1,0.9745,30.37,33.94,0.22103658536585247,0.061607967963861476,1.026696475443301,-37.27977715317805
4556,4556,2017-06-20,1.3201,0.899,1.3814,0.7919,3.3292,1.3268,6.8285,7.8007,64.54,1141.33,18.1255,13.065,1.3902,6.6869,111.46,4.282,8.5613,8.7941,153.15,0.9759,30.45,34.01,0.39546733591908634,0.1436634171369855,1.4221638113623873,-37.13611373604107
4557,4557,2017-06-21,1.3247,0.8974,1.3862,0.7895,3.3283,1.3323,6.8275,7.8003,64.52,1143.01,18.154,13.0425,1.3912,6.6749,111.58,4.286,8.5336,8.7619,153.1,0.9744,30.44,33.99,0.34845845011741705,-0.15370427297878297,1.7706222614798044,-37.289818009019854
4558,4558,2017-06-22,1.3259,0.897,1.3765,0.79,3.3301,1.3236,6.8275,7.799,64.6,1143.01,18.112,12.98,1.3909,6.6707,111.36,4.286,8.4952,8.753,153.1,0.9728,30.44,33.99,0.09058654789764198,-0.16420361247947435,1.8612088093774464,-37.45402162149933
4559,4559,2017-06-23,1.3196,0.8932,1.371,0.7857,3.3281,1.3263,6.8345,7.7997,64.47,1132.99,17.962,12.9175,1.386,6.6427,111.26,4.2865,8.4471,8.7139,153.25,0.9692,30.29,33.95,-0.4751489554264965,-0.3700657894736836,1.3860598539509499,-37.824087410973014
4560,4560,2017-06-26,1.3175,0.8932,1.3693,0.7854,3.3106,1.3228,6.8382,7.7986,64.43,1132.48,17.883,12.85,1.3875,6.6411,111.48,4.2865,8.4667,8.713,152.62,0.9706,30.3,33.97,-0.15913913307064043,0.14444903012795773,1.2269207208803095,-37.679638380845056
4561,4561,2017-06-27,1.3179,0.885,1.374,0.7818,3.3195,1.3176,6.81,7.7999,64.47,1137.77,17.9735,12.96,1.3867,6.5655,112.42,4.2865,8.4107,8.6147,153.2,0.9638,30.32,33.94,0.03036053130931471,-0.7005975685143273,1.2572812521896242,-38.38023594935938
4562,4562,2017-06-28,1.3092,0.88,1.3684,0.773,3.2977,1.3043,6.7984,7.803,64.55,1141.91,17.889,12.955,1.3818,6.544,112.18,4.296,8.4498,8.5665,153.25,0.9608,30.41,33.95,-0.6601411336216834,-0.3112678979041328,0.5971401185679408,-38.69150384726351
4563,4563,2017-06-29,1.3021,0.8757,1.3717,0.7702,3.3062,1.301,6.784,7.8038,64.66,1144.07,18.031,13.0325,1.3799,6.5114,112.32,4.292,8.4024,8.495,153.4,0.9569,30.46,33.98,-0.5423159181179305,-0.40591174021649135,0.05482420045001035,-39.09741558748
4564,4564,2017-06-30,1.3028,0.8763,1.3657,0.7695,3.3057,1.2982,6.7793,7.8055,64.62,1143.75,18.076,13.0925,1.3765,6.5154,112.4,4.291,8.3781,8.44,153.45,0.9586,30.38,33.92,0.053759311880807736,0.17765701745220408,0.10858351233081809,-38.919758570027795
4565,4565,2017-07-03,1.3068,0.8797,1.3701,0.7721,3.3,1.3,6.7984,7.81,64.84,1149.26,18.2215,13.2225,1.3825,6.5411,113.32,4.2965,8.3647,8.4742,153.5,0.9632,30.49,33.99,0.3070310101320306,0.4798664719382284,0.4156145224628487,-38.439892098089565
4567,4567,2017-07-05,1.3179,0.8821,1.3749,0.7732,3.3162,1.2998,6.7995,7.8072,64.8,1153.06,18.3295,13.4,1.3821,6.5599,113.2,4.295,8.4027,8.5031,153.6,0.9652,30.56,34.03,0.8494031221303988,0.20764119601328623,1.2650176445932475,-38.23225090207628
4568,4568,2017-07-06,1.3186,0.8765,1.3763,0.7712,3.3048,1.2933,6.799,7.812,64.72,1156.55,18.307,13.45,1.3826,6.5177,113.28,4.297,8.3543,8.4454,153.4,0.9634,30.61,34.07,0.053114803854614756,-0.18648984666389534,1.3181324484478623,-38.41874074874018
4569,4569,2017-07-07,1.316,0.8775,1.3749,0.7764,3.2843,1.287,6.8039,7.8116,64.62,1153.85,18.144,13.425,1.3823,6.5252,114.1,4.297,8.3713,8.4373,153.55,0.9644,30.56,34.09,-0.19717882602759973,0.10379904504878024,1.1209536224202625,-38.314941703691396
4570,4570,2017-07-10,1.316,0.8775,1.3757,0.7762,3.2627,1.2883,6.8026,7.8128,64.45,1149.35,17.981,13.43,1.385,6.525,114.08,4.295,8.3304,8.4368,153.6,0.9658,30.56,34.13,0.0,0.1451679800912542,1.1209536224202625,-38.169773723600144
4571,4571,2017-07-11,1.3134,0.8749,1.3872,0.7781,3.2505,1.2921,6.801,7.8123,64.54,1149.83,17.953,13.595,1.3845,6.506,114.2,4.296,8.3265,8.4259,153.7,0.9672,30.53,34.1,-0.1975683890577673,0.144957548146607,0.9233852333624952,-38.02481617545354
4572,4572,2017-07-12,1.3033,0.8763,1.3772,0.7759,3.2258,1.2768,6.7865,7.8105,64.53,1138.32,17.767,13.235,1.3781,6.5172,113.19,4.292,8.2812,8.4176,153.65,0.9648,30.38,33.94,-0.7689964976397179,-0.2481389578163684,0.15438873572277734,-38.2729551332699
4573,4573,2017-07-13,1.294,0.8783,1.3671,0.7739,3.2133,1.2739,6.7825,7.8081,64.46,1137.22,17.739,13.2525,1.3768,6.5322,113.39,4.2905,8.2682,8.3662,153.6,0.9685,30.36,33.96,-0.7135732371671755,0.38349917081261786,-0.5591845014443981,-37.88945596245728
4574,4574,2017-07-14,1.2799,0.8732,1.3641,0.7646,3.1832,1.2655,6.7741,7.8069,64.38,1127.79,17.562,13.0275,1.3717,6.493,112.66,4.291,8.1977,8.3298,153.6,0.9654,30.26,33.76,-1.0896445131375554,-0.32008260196179084,-1.6488290145819535,-38.20953856441908
4575,4575,2017-07-17,1.2802,0.8718,1.3657,0.7658,3.181,1.2673,6.769,7.8034,64.34,1127.74,17.6,12.91,1.3693,6.4841,112.76,4.286,8.1513,8.3016,153.7,0.9627,30.37,33.63,0.02343933119774988,-0.2796768178993214,-1.6253896833842036,-38.4892153823184
4576,4576,2017-07-18,1.2621,0.8637,1.3572,0.7677,3.1571,1.2663,6.7451,7.8045,64.32,1123.69,17.499,12.905,1.3659,6.4223,111.89,4.284,8.0632,8.2742,153.75,0.9526,30.34,33.57,-1.413841587251996,-1.0491326477615082,-3.0392312706361997,-39.53834803007991
4577,4577,2017-07-19,1.2585,0.8682,1.3592,0.7671,3.1526,1.2586,6.7511,7.8083,64.24,1122.92,17.4775,12.92,1.3684,6.4563,111.77,4.2845,8.0645,8.2893,153.6,0.9548,30.37,33.6,-0.2852388875683398,0.23094688221709792,-3.3244701582045395,-39.30740114786281
4578,4578,2017-07-20,1.2566,0.8595,1.3524,0.7707,3.1374,1.2582,6.757,7.8101,64.37,1120.77,17.512,13.005,1.3662,6.3921,111.68,4.29,8.0243,8.2314,153.6,0.9507,30.38,33.57,-0.15097338100913404,-0.4294093003770372,-3.4754435392136735,-39.73681044823985
4579,4579,2017-07-21,1.2641,0.858,1.3446,0.7711,3.1218,1.2545,6.7663,7.8091,64.38,1117.47,17.563,12.9425,1.3628,6.3802,111.18,4.282,8.0279,8.2491,153.6,0.9468,30.41,33.45,0.5968486391850991,-0.4102240454401995,-2.8785949000285744,-40.14703449368005
4580,4580,2017-07-24,1.2617,0.859,1.3459,0.7676,3.1473,1.2519,6.7488,7.8068,64.39,1113.82,17.6835,12.965,1.3616,6.3861,111.1,4.276,8.0136,8.2205,153.45,0.9456,30.34,33.39,-0.18985839727869713,-0.12674271229403677,-3.0684532973072716,-40.27377720597409
4581,4581,2017-07-25,1.258,0.8579,1.347,0.7665,3.1617,1.2512,6.7495,7.8082,64.38,1117.02,17.763,13.025,1.3611,6.3803,111.57,4.28,7.9765,8.2025,153.45,0.9496,30.32,33.44,-0.2932551319648091,0.4230118443316444,-3.3617084292720807,-39.850765361642445
4582,4582,2017-07-26,1.2623,0.8597,1.3457,0.7664,3.1596,1.2506,6.753,7.8122,64.32,1117.76,17.756,13.0275,1.3612,6.392,112.1,4.2825,7.9595,8.2301,153.55,0.958,30.36,33.48,0.34181240063593243,0.8845829823083351,-3.0198960286361483,-38.96618237933411
4583,4583,2017-07-27,1.256,0.8579,1.3349,0.7654,3.1527,1.2529,6.741,7.809,64.11,1115.15,17.6915,13.025,1.3598,6.3793,111.62,4.276,7.9578,8.2297,153.65,0.9656,30.18,33.33,-0.49908896458844554,0.7933194154488676,-3.518984993224594,-38.17286296388524
4584,4584,2017-07-28,1.2514,0.8508,1.3323,0.762,3.1424,1.2436,6.7362,7.8096,64.11,1121.49,17.7535,13.0225,1.3571,6.3252,110.87,4.2795,7.9174,8.1177,153.7,0.9685,30.26,33.37,-0.36624203821655765,0.3003314001656987,-3.8852270314411514,-37.87253156371954
4585,4585,2017-07-31,1.2519,0.8456,1.3328,0.7578,3.1338,1.249,6.724,7.81,64.18,1121.86,17.859,13.2225,1.3559,6.2876,110.38,4.28,7.8922,8.0752,153.5,0.965,30.2,33.28,0.039955250119860786,-0.36138358286009753,-3.8452717813212907,-38.23391514657964
4586,4586,2017-08-01,1.2541,0.8475,1.338,0.7572,3.1143,1.254,6.717,7.8121,64.06,1121.09,17.8085,13.215,1.3579,6.3026,110.33,4.284,7.9235,8.1124,153.1,0.9655,30.24,33.28,0.17573288601326897,0.05181347150260418,-3.6695388953080217,-38.182101675077035
4587,4587,2017-08-02,1.2527,0.8431,1.3432,0.7555,3.1165,1.2544,6.72,7.8169,63.64,1121.55,17.82,13.21,1.3585,6.2702,110.43,4.284,7.8677,8.0958,153.45,0.9684,30.22,33.25,-0.11163384100152385,0.3003625064733395,-3.7811727363095455,-37.881739168603694
4588,4588,2017-08-03,1.2587,0.8418,1.3444,0.7608,3.1209,1.2563,6.715,7.8172,63.67,1127.73,17.8845,13.3925,1.3588,6.261,110.12,4.277,7.8803,8.0922,153.4,0.969,30.19,33.25,0.4789654346611272,0.06195786864930941,-3.3022073016484184,-37.819781299954386
4589,4589,2017-08-04,1.262,0.8508,1.3488,0.7671,3.1176,1.2639,6.7272,7.819,63.64,1128.02,17.865,13.46,1.3604,6.3295,110.76,4.277,7.955,8.1615,153.4,0.9721,30.18,33.29,0.2621752601891014,0.31991744066046657,-3.040032041459317,-37.49986385929392
4590,4590,2017-08-07,1.265,0.8483,1.36,0.768,3.1247,1.2684,6.7207,7.8223,63.83,1127.39,17.966,13.27,1.3634,6.3108,110.76,4.282,7.9453,8.1597,153.4,0.9728,30.21,33.29,0.23771790808240212,0.07200905256661283,-2.802314133376915,-37.427854806727304
4591,4591,2017-08-08,1.265,0.853,1.3646,0.7711,3.1295,1.2658,6.7049,7.8234,63.69,1125.6,17.9135,13.2,1.3638,6.3453,110.74,4.284,7.9578,8.1928,153.25,0.9766,30.18,33.28,0.0,0.390625,-2.802314133376915,-37.037229806727304
4592,4592,2017-08-09,1.2703,0.8512,1.3667,0.7694,3.1498,1.2711,6.672,7.8173,63.86,1138.69,17.9835,13.455,1.3643,6.332,110.04,4.287,7.9602,8.1879,153.2,0.9649,30.24,33.23,0.4189723320158212,-1.198033995494574,-2.3833418013610936,-38.23526380222188
4593,4593,2017-08-10,1.2677,0.851,1.3744,0.7705,3.1518,1.2705,6.646,7.8163,64.05,1144.36,17.874,13.355,1.3634,6.3285,109.37,4.29,7.9446,8.1475,153.25,0.9647,30.34,33.25,-0.2046760607730458,-0.02072753653228343,-2.5880178621341394,-38.255991338754164
4594,4594,2017-08-11,1.269,0.8467,1.3689,0.7699,3.1639,1.2689,6.6612,7.8191,64.14,1141.57,17.838,13.47,1.3615,6.2965,109.06,4.2935,7.9482,8.1405,153.0,0.962,30.35,33.22,0.10254792143249425,-0.27987975536436505,-2.485469940701645,-38.53587109411853
4595,4595,2017-08-14,1.2716,0.8485,1.3704,0.7707,3.176,1.2698,6.6695,7.8211,64.08,1137.22,17.7685,13.2975,1.3619,6.31,109.48,4.292,7.937,8.1107,153.1,0.9714,30.28,33.24,0.20488573680064182,0.9771309771309911,-2.2805842039010034,-37.558740116987536
4596,4596,2017-08-15,1.2784,0.8521,1.381,0.7775,3.1942,1.2745,6.6845,7.8237,64.12,1135.47,17.8365,13.3075,1.3671,6.3363,110.42,4.294,7.9603,8.0847,153.15,0.9718,30.32,33.28,0.5347593582887722,0.0411776816965137,-1.7458248456122312,-37.517562435291026
4597,4597,2017-08-16,1.2687,0.8545,1.3768,0.7776,3.1635,1.2708,6.69,7.8217,64.16,1137.75,17.729,13.21,1.3676,6.3549,110.8,4.297,7.953,8.1177,153.2,0.9744,30.32,33.27,-0.7587609511889859,0.2675447622967786,-2.504585796801217,-37.25001767299425
4598,4598,2017-08-17,1.2629,0.8521,1.3684,0.7759,3.1585,1.265,6.673,7.8232,64.15,1138.23,17.747,13.1825,1.3647,6.3357,109.88,4.294,7.9504,8.1152,153.25,0.9633,30.32,33.24,-0.4571608733349164,-1.1391625615763568,-2.9617466701361335,-38.3891802345706
4599,4599,2017-08-18,1.2606,0.8512,1.3644,0.7784,3.1548,1.2585,6.67,7.8233,64.1,1139.83,17.756,13.1525,1.3634,6.3295,109.32,4.288,7.9074,8.1082,153.25,0.9642,30.33,33.2,-0.18212051627206627,0.09342883836809257,-3.1438671864081997,-38.29575139620251
4600,4600,2017-08-21,1.2601,0.8465,1.365,0.775,3.1436,1.2587,6.663,7.8252,64.1,1137.14,17.646,13.155,1.3611,6.2959,108.89,4.2855,7.8975,8.0693,153.1,0.9629,30.31,33.24,-0.03966365222909385,-0.1348267994192076,-3.1835308386372936,-38.43057819562172
4601,4601,2017-08-22,1.2637,0.8502,1.3714,0.7792,3.1505,1.2559,6.66,7.8263,64.07,1131.79,17.64,13.21,1.3616,6.3233,109.4,4.279,7.9137,8.1034,152.9,0.9668,30.28,33.24,0.28569161177685043,0.405026482500781,-2.897839226860443,-38.02555171312094
4602,4602,2017-08-23,1.2669,0.8473,1.3873,0.782,3.1521,1.2558,6.6569,7.8259,64.04,1128.59,17.707,13.2075,1.3619,6.3019,109.14,4.278,7.8776,8.0753,152.9,0.9667,30.26,33.34,0.25322465775103886,-0.010343400910217682,-2.6446145691094043,-38.035895114031156
4603,4603,2017-08-24,1.265,0.8474,1.386,0.7811,3.1428,1.2528,6.66,7.8239,64.04,1127.8,17.705,13.2,1.3613,6.3018,109.34,4.278,7.8415,8.0584,152.9,0.9646,30.24,33.34,-0.14997237351014325,-0.21723388848660097,-2.7945869426195475,-38.25312900251776
4604,4604,2017-08-25,1.2612,0.8422,1.3827,0.7768,3.1463,1.2494,6.6465,7.8215,64.0,1121.73,17.614,13.0325,1.3558,6.2655,109.24,4.2715,7.7775,7.9963,152.9,0.9574,30.09,33.25,-0.30039525691698543,-0.7464233879328153,-3.094982199536533,-38.999552390450575
4605,4605,2017-08-28,1.2569,0.8352,1.3795,0.7736,3.1577,1.2492,6.6084,7.8229,63.9,1117.75,17.825,13.0425,1.3546,6.213,109.22,4.266,7.7583,7.9591,152.9,0.9554,30.13,33.18,-0.34094513162069573,-0.2088991017338615,-3.4359273311572287,-39.20845149218444
4606,4606,2017-08-29,1.2542,0.8316,1.3753,0.773,3.1656,1.2517,6.5945,7.8244,64.02,1122.5,17.871,12.945,1.352,6.1863,109.02,4.2655,7.7233,7.9132,152.8,0.948,30.07,33.17,-0.21481422547536821,-0.7745446933221767,-3.650741556632597,-39.982996185506614
4607,4607,2017-08-30,1.265,0.8384,1.387,0.7732,3.1592,1.2608,6.5918,7.8254,63.98,1122.05,17.7441,12.98,1.3562,6.2378,110.2,4.269,7.7834,7.9635,152.75,0.9583,30.13,33.18,0.8611066815499946,1.086497890295357,-2.7896348750826023,-38.89649829521126
4608,4608,2017-08-31,1.2607,0.8408,1.3947,0.7759,3.1454,1.2515,6.5888,7.8267,63.93,1122.36,17.7875,12.9925,1.3565,6.253,110.06,4.269,7.7723,7.955,152.7,0.961,30.13,33.17,-0.33992094861660105,0.2817489303975629,-3.1295558236992034,-38.6147493648137
4609,4609,2017-09-01,1.2531,0.8419,1.3953,0.7709,3.1308,1.2372,6.5552,7.8241,64.02,1119.12,17.7835,12.925,1.3565,6.2609,110.09,4.269,7.7916,7.9911,152.7,0.9626,30.06,33.15,-0.6028396922344581,0.16649323621227285,-3.7323955159336615,-38.44825612860142
4611,4611,2017-09-05,1.2484,0.8396,1.3789,0.7685,3.123,1.2355,6.5345,7.8253,64.12,1130.01,17.8325,12.895,1.3524,6.2453,108.94,4.2585,7.7775,7.964,152.35,0.9577,30.05,33.15,-0.3750698268294772,-0.509038022023689,-4.107465342763138,-38.95729415062511
4612,4612,2017-09-06,1.2475,0.8373,1.3847,0.7649,3.1085,1.221,6.5221,7.8256,64.06,1132.49,17.798,12.7625,1.3492,6.2287,108.75,4.237,7.7713,7.9506,152.6,0.9537,30.08,33.14,-0.07209227811597607,-0.4176673279732701,-4.179557620879114,-39.37496147859838
4613,4613,2017-09-07,1.2441,0.8314,1.382,0.7637,3.099,1.2132,6.483,7.8138,64.01,1125.49,17.704,12.855,1.3403,6.1861,108.26,4.208,7.7479,7.9435,152.6,0.9498,29.93,33.07,-0.272545090180365,-0.40893362692671076,-4.45210271105948,-39.78389510552509
4614,4614,2017-09-08,1.239,0.8305,1.3738,0.7569,3.0942,1.2131,6.4773,7.8112,63.78,1133.08,17.7245,12.92,1.3391,6.1788,107.72,4.192,7.7414,7.9361,152.7,0.9456,30.05,33.11,-0.4099348926935087,-0.44219835754895076,-4.862037603752988,-40.226093463074044
4615,4615,2017-09-11,1.2463,0.8358,1.3793,0.7591,3.089,1.2136,6.5254,7.8113,63.93,1129.75,17.647,12.9525,1.3455,6.2179,109.03,4.195,7.8436,8.0063,152.75,0.9533,30.01,33.11,0.5891848264729438,0.8142978003384149,-4.272852777280044,-39.41179566273563
4616,4616,2017-09-12,1.2435,0.8356,1.3704,0.753,3.1093,1.2154,6.5334,7.8106,64.03,1126.56,17.751,12.9975,1.3468,6.2158,110.01,4.206,7.8267,7.9619,152.8,0.9596,30.04,33.11,-0.2246650084249291,0.6608622679114662,-4.497517785704973,-38.75093339482416
4617,4617,2017-09-13,1.252,0.8405,1.3824,0.7565,3.1372,1.2192,6.54,7.8123,64.0,1129.37,17.7865,13.155,1.3494,6.2524,110.58,4.19,7.8898,8.0295,152.95,0.9639,30.05,33.12,0.6835544833132312,0.4481033764068387,-3.813963302391742,-38.30283001841732
4618,4618,2017-09-14,1.2531,0.8413,1.3872,0.7464,3.129,1.2207,6.552,7.812,64.12,1132.59,17.722,13.16,1.3495,6.2596,110.66,4.204,7.8986,8.0116,152.85,0.966,30.1,33.07,0.08785942492013366,0.2178649237472685,-3.7261038774716084,-38.084965094670046
4619,4619,2017-09-15,1.2489,0.8362,1.3719,0.7365,3.1263,1.2183,6.55,7.818,64.1,1130.68,17.6865,13.16,1.3453,6.2223,110.84,4.188,7.8427,7.9589,152.85,0.9594,30.06,33.07,-0.3351687814220905,-0.6832298136645876,-4.061272658893699,-38.768194908334635
4620,4620,2017-09-18,1.2553,0.8377,1.3772,0.7416,3.1288,1.2231,6.5725,7.8164,64.15,1127.07,17.758,13.2875,1.3481,6.2329,111.48,4.187,7.8294,7.9673,152.95,0.963,30.14,33.1,0.5124509568420255,0.37523452157597337,-3.548821702051674,-38.39296038675866
4621,4621,2017-09-19,1.2478,0.8347,1.3656,0.7398,3.132,1.2262,6.58,7.8046,64.3,1128.83,17.7675,13.3325,1.347,6.2112,111.49,4.19,7.8067,7.9585,153.1,0.9628,30.12,33.06,-0.5974667410180934,-0.020768431983386737,-4.146288443069768,-38.413728818742044
4622,4622,2017-09-20,1.2392,0.8335,1.3535,0.7372,3.1198,1.2267,6.57,7.7995,64.29,1125.53,17.6895,13.2325,1.3437,6.2026,111.5,4.186,7.8066,7.9472,152.6,0.9617,30.08,33.05,-0.6892130149062314,-0.11425010386373335,-4.835501457975999,-38.527978922605776
4623,4623,2017-09-21,1.2594,0.8371,1.3665,0.7366,3.1358,1.2328,6.5861,7.8062,64.8,1130.87,17.825,13.2575,1.3493,6.2277,112.3,4.196,7.8006,7.9705,152.7,0.9692,30.19,33.1,1.6300839251129684,0.7798689820110116,-3.2054175328630308,-37.748109940594766
4624,4624,2017-09-22,1.2539,0.8355,1.3618,0.739,3.1257,1.2305,6.5899,7.8082,64.79,1130.39,17.7355,13.19,1.3435,6.2158,112.01,4.196,7.7833,7.9536,152.7,0.9694,30.16,33.06,-0.4367158964586393,0.020635575732574907,-3.64213342932167,-37.72747436486219
4625,4625,2017-09-25,1.2599,0.8437,1.3761,0.7431,3.1496,1.2347,6.6189,7.8135,65.12,1134.59,17.905,13.35,1.3513,6.2783,111.64,4.202,7.8325,8.0486,152.95,0.9682,30.25,33.1,0.4785070579791162,-0.12378791004745704,-3.163626371342554,-37.851262274909644
4626,4626,2017-09-26,1.269,0.8495,1.3908,0.745,3.1703,1.2379,6.6371,7.8128,65.46,1136.29,18.007,13.3875,1.3559,6.3208,112.16,4.205,7.9091,8.1471,152.95,0.9706,30.23,33.21,0.7222795459957077,0.2478826688700808,-2.441346825346846,-37.60337960603956
4627,4627,2017-09-27,1.2713,0.8513,1.3854,0.7462,3.1915,1.2402,6.64,7.809,65.71,1141.62,18.101,13.5375,1.3588,6.3339,112.76,4.22,7.9495,8.1508,153.05,0.9745,30.31,33.29,0.18124507486210195,0.4018133113538047,-2.2601017504847443,-37.201566294685755
